software_unit_id,file,line,end_line,qualified_function,visibility,function_summary,detailed_design_evidence,interface_evidence,requirements_architecture_trace,document_references,unit_verification_trace,test_references,aspice_document_verdict,linked_findings
SWU-5113CB3027,src/agents/factory.py,302,319,run_bearish,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-91A30F1F5D,src/agents/factory.py,322,329,research_uses_parallel_llm,public,True when bullish/bearish LLM stages should run concurrently (saves wall time).,有函数说明,完整注解,存在符号级文档引用,docs/architecture/llm-agents.md,存在同名测试引用,tests/unit/test_research_parallel.py,P-部分满足,
SWU-70AA2E8B05,src/agents/factory.py,332,376,run_research_team,public,Run bullish and bearish research in parallel when both stages use LLM.,有函数说明,完整注解,存在符号级文档引用,docs/architecture/llm-agents.md,存在同名测试引用,tests/unit/test_research_parallel.py,P-部分满足,
SWU-4F354A267B,src/agents/factory.py,379,405,_pick_debate,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV;ASPICE-SWE3-IF
SWU-7599E6282B,src/agents/factory.py,408,441,run_debate,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/reviews/financial/runtime-review-2026-06-20.md;docs/reviews/financial/static-code-review.md,存在同名测试引用,tests/unit/test_analyst_team.py;tests/unit/test_debate_coherence.py;tests/unit/test_debate_parallel.py;tests/unit/test_llm_payload_funnel.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-682EE70C11,src/agents/factory.py,444,468,run_level_proposer,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,存在符号级文档引用,docs/reference/handbook.md,存在同名测试引用,tests/unit/test_llm_trade_stages.py,P-证据不足,ASPICE-SWE3-DD
SWU-C68A4CF1F3,src/agents/factory.py,471,503,run_trader,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/report-trust.md;docs/reference/handbook.md,存在同名测试引用,tests/unit/test_llm_trade_stages.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-BAB0B34F57,src/agents/factory.py,506,561,run_risk,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_llm_trade_stages.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-D6ED0E37D5,src/agents/factory.py,515,523,run_risk._gate,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-60D80A7B70,src/agents/factory.py,564,587,run_manager,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,存在符号级文档引用,docs/reviews/financial/runtime-review-2026-06-20.md;docs/reviews/financial/static-code-review.md,存在同名测试引用,tests/unit/test_agent_chain.py;tests/unit/test_llm_trade_stages.py;tests/unit/test_manager_authorization.py;tests/unit/test_rule_chain_stability.py,P-证据不足,ASPICE-SWE3-DD
SWU-E3963880EA,src/agents/llm/base.py,30,33,_backoff_seconds,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-B6641135BA,src/agents/llm/base.py,36,62,_parse_llm_json,internal,Parse LLM JSON output with light repair for truncated / wrapped responses.,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/regression/test_fixes.py;tests/unit/test_llm_json.py,P-证据不足,ASPICE-SWE-TRACE
SWU-6474C56D9A,src/agents/llm/base.py,65,81,_stream_once,internal,Single upstream SSE request (no retries). Progress chunk updates only.,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_llm_stage_policy.py;tests/unit/test_llm_transport.py,P-证据不足,ASPICE-SWE-TRACE
SWU-79E9F3D3C1,src/agents/llm/base.py,84,122,stream_llm_json,public,Stream JSON with a countable attempt budget (transport only).,有函数说明,完整注解,存在符号级文档引用,docs/architecture/llm-agents.md,存在同名测试引用,tests/unit/test_llm_stage_policy.py;tests/unit/test_llm_transport.py,P-部分满足,
SWU-DDB9984FE6,src/agents/llm/base.py,125,313,run_llm_stage,public,Execute one LLM stage with a unified attempt budget and telemetry.,有函数说明,完整注解,存在符号级文档引用,docs/architecture/llm-agents.md,存在同名测试引用,tests/unit/test_llm_stage_policy.py,P-部分满足,
SWU-2AEED14A2E,src/agents/llm/payload.py,34,35,_tf_block,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-F3D598C89C,src/agents/llm/payload.py,38,39,_structure_vote,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV;ASPICE-SWE3-IF
SWU-EAA77EE71A,src/agents/llm/payload.py,42,45,_timeframe_trends,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-6D3CF52F12,src/agents/llm/payload.py,48,54,_event_risk_block,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-C677217758,src/agents/llm/payload.py,57,84,technical_level_reactions_payload,public,Level-reaction hypotheses from technical analyst for the level proposer.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-6C3BFD3BAA,src/agents/llm/payload.py,87,111,analyst_team_payload,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-A152BBC0E8,src/agents/llm/payload.py,114,136,analyst_team_summaries_payload,public,Bias/summary/confidence per role; optional top-N evidence items per role.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-6749B95A24,src/agents/llm/payload.py,139,147,analyst_team_input_payload,public,Per-specialist inputs actually sent to Analyst Team LLM stages (for stage_io audit).,有函数说明,完整注解,存在符号级文档引用,docs/architecture/llm-agents.md,存在同名测试引用,tests/unit/test_llm_payload_funnel.py,P-部分满足,
SWU-293475F5A3,src/agents/llm/payload.py,150,152,_fibonacci_block,internal,Use the same primary swing selection as rule technical evidence.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-3C9A11E1B3,src/agents/llm/payload.py,155,173,market_payload,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,存在符号级文档引用,docs/architecture/llm-agents.md,无同名测试追溯证据,,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-FDDF16B339,src/agents/llm/payload.py,176,194,research_payload,public,Research stage: analyst conclusions primary; minimal structure/event validation.,有函数说明,完整注解,存在符号级文档引用,docs/architecture/analyst-context.md;docs/architecture/llm-agents.md,存在同名测试引用,tests/unit/test_llm_payload_funnel.py,P-部分满足,
SWU-081944E744,src/agents/llm/payload.py,197,226,technical_analyst_payload,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_analyst_input_density.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-F93A6B184D,src/agents/llm/payload.py,229,241,fundamentals_analyst_payload,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_narrative_authorization.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-3FC60DE348,src/agents/llm/payload.py,244,283,news_analyst_payload,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_analyst_input_density.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-E83E383708,src/agents/llm/payload.py,286,297,sentiment_analyst_payload,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_analyst_input_density.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-3E594BC0FA,src/agents/llm/payload.py,300,337,debate_payload,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/analyst-context.md;docs/architecture/llm-agents.md,存在同名测试引用,tests/unit/test_llm_payload_funnel.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-8646951A9C,src/agents/llm/payload.py,340,358,evidence_payload,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-35A12D35F4,src/agents/llm/payload.py,361,375,_signal_payload,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-256C7B349E,src/agents/llm/payload.py,378,382,signal_list_payload,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-992D8A594F,src/agents/llm/payload.py,385,403,_legacy_trader_payload,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-8CE195CDF3,src/agents/llm/payload.py,406,431,trader_decision_payload,public,Trader stage: debate consensus + analyst summaries + candidate signals (no raw market dump).,有函数说明,完整注解,存在符号级文档引用,docs/architecture/analyst-context.md;docs/architecture/llm-agents.md,存在同名测试引用,tests/unit/test_llm_payload_funnel.py,P-部分满足,
SWU-AAC9FBD67B,src/agents/llm/payload.py,434,442,trader_payload,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_llm_payload_funnel.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-F44F676424,src/agents/llm/payload.py,445,493,risk_payload,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,存在符号级文档引用,docs/architecture/llm-agents.md;docs/architecture/report-trust.md,存在同名测试引用,tests/unit/test_llm_payload_funnel.py,P-证据不足,ASPICE-SWE3-DD
SWU-63914DB325,src/agents/llm/payload.py,496,510,manager_payload,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,存在符号级文档引用,docs/architecture/analyst-context.md;docs/architecture/llm-agents.md,存在同名测试引用,tests/unit/test_llm_payload_funnel.py,P-证据不足,ASPICE-SWE3-DD
SWU-C4847806BF,src/agents/llm/payload.py,513,582,level_proposer_payload,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,存在符号级文档引用,docs/architecture/analyst-context.md;docs/architecture/architecture.md;docs/architecture/llm-agents.md,存在同名测试引用,tests/unit/test_llm_payload_funnel.py,P-证据不足,ASPICE-SWE3-DD
SWU-8EC477C06B,src/agents/llm/schemas.py,33,43,_item_refs,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-330AAE4A56,src/agents/llm/schemas.py,46,51,_clamp_strength,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-352076CBE7,src/agents/llm/schemas.py,54,61,_string_list,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-FEFE6CD472,src/agents/llm/schemas.py,64,75,_index_list,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-D4331EF421,src/agents/llm/schemas.py,78,82,_float_field,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-ABC4913591,src/agents/llm/schemas.py,85,147,_parse_level_reactions,internal,Technical analyst reaction hypotheses at POC / VA / S/R.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-16C25D76D9,src/agents/llm/schemas.py,150,173,_level_reactions_from_items,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-1AA683B3A6,src/agents/llm/schemas.py,176,216,_merge_level_reactions_into_items,internal,Expose reactions as evidence for research / levels binding.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-BB1277C4F9,src/agents/llm/schemas.py,219,275,parse_analyst_report,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_analyst_input_density.py;tests/unit/test_analyst_team_llm.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-5A54AEE754,src/agents/llm/schemas.py,278,353,parse_agent_evidence,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,存在符号级文档引用,docs/architecture/report-trust.md,存在同名测试引用,tests/unit/test_evidence_provenance.py,P-证据不足,ASPICE-SWE3-DD
SWU-C7499346D6,src/agents/llm/schemas.py,356,399,parse_research_debate,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_evidence_provenance.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-3F721BAEC4,src/agents/llm/schemas.py,405,422,_compose_level_deduction_reason,internal,Build audit-friendly reason from structured reaction thesis fields.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-548D3233A2,src/agents/llm/schemas.py,425,441,_level_deduction_quality,internal,Prefer binding to technical reactions; allow short bind reason or legacy thesis.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-28618F8314,src/agents/llm/schemas.py,444,529,parse_level_proposals,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,存在符号级文档引用,docs/architecture/architecture.md,存在同名测试引用,tests/unit/test_llm_levels.py,P-证据不足,ASPICE-SWE3-DD
SWU-866B1D79AA,src/agents/llm/schemas.py,532,537,_validate_level_path_contract,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-1CF0104153,src/agents/llm/schemas.py,540,564,parse_transaction_proposal,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_llm_trade_stages.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
